"Employee ID","Gender","Job Level after FY20 promotions","New hire FY20?","FY20 Performance Rating","Promotion in FY21?","In base group for Promotion FY21","Target hire balance","FY20 leaver?","In base group for turnover FY20","Department @01.07.2020","Leaver FY","Job Level after FY21 promotions","Last Department in FY20","FTE group","Time type","Department & JL group PRA status","Department & JL group for PRA","Job Level group PRA status","Job Level group for PRA","Time in Job Level @01.07.2020","Job Level before FY20 promotions","Promotion in FY20?","FY19 Performance Rating","Age group","Age @01.07.2020","Nationality 1","Region group: nationality 1","Broad region group: nationality 1","Last hire date","Years since last hire","Rand"
"421","Male","2 - Director","N","3","Yes","Yes","0.50","No","Y","Strategy","","1 - Executive","Strategy","Full Time","Full Time","Time in Job Level @01.07.2020","2 - Director & Strategy","Uneven - Men benefit","2 - Director","3","2 - Director","N","3","40 to 49","48","France","Europe","Europe","4/1/2015","5","0.1901593"
"422","Female","6 - Junior Officer","N","2","No","Yes","0.50","No","Y","Operations","","6 - Junior Officer","Operations","Full Time","Full Time","Time in Job Level @01.07.2020","6 - Junior Officer & Operations","Age @01.07.2020","6 - Junior Officer","2","6 - Junior Officer","N","2","20 to 29","24","Switzerland","Switzerland","Switzerland","4/1/2018","2","0.8517273"
"423","Male","6 - Junior Officer","N","3","No","Yes","0.50","No","Y","Operations","","6 - Junior Officer","Operations","Full Time","Full Time","Time in Job Level @01.07.2020","6 - Junior Officer & Operations","Age @01.07.2020","6 - Junior Officer","3","6 - Junior Officer","N","3","20 to 29","24","Germany","Europe","Europe","4/1/2017","3","0.644836"
"424","Female","6 - Junior Officer","Y","","No","No","0.50","No","N","Operations","","6 - Junior Officer","Operations","Full Time","Full Time","Time in Job Level @01.07.2020","6 - Junior Officer & Operations","Age @01.07.2020","6 - Junior Officer","0","","N","","20 to 29","22","Switzerland","Switzerland","Switzerland","4/1/2020","0","0.2916381"
"425","Male","1 - Executive","N","","No","No","0.50","No","Y","Strategy","","1 - Executive","Strategy","Full Time","Full Time","","","","","1","#REF!","Y","2","40 to 49","42","Germany","Europe","Europe","4/1/2015","5","0.8286427"
"426","Female","6 - Junior Officer","N","2","No","Yes","0.50","No","Y","Sales & Marketing","","6 - Junior Officer","Sales & Marketing","Full Time","Full Time","Time in Job Level @01.07.2020","6 - Junior Officer & Sales & Marketing","Age @01.07.2020","6 - Junior Officer","2","6 - Junior Officer","N","3","20 to 29","25","Italy","Europe","Europe","4/1/2018","2","0.4426121"
"427","Male","1 - Executive","Y","","No","No","0.50","No","N","Strategy","","1 - Executive","Strategy","Full Time","Full Time","","","","","0","","N","","60 to 69","60","France","Europe","Europe","4/1/2020","0","0.2357329"
"428","Female","5 - Senior Officer","N","3","No","No","0.50","Yes","Y","Finance","FY20","","Finance","Full Time","Full Time","","","","","4","5 - Senior Officer","N","2","30 to 39","35","Switzerland","Switzerland","Switzerland","4/1/2012","8","0.2027879"
"429","Male","3 - Senior Manager","N","2","No","Yes","0.50","No","Y","Operations","","3 - Senior Manager","Operations","Full Time","Full Time","Time in Job Level @01.07.2020","3 - Senior Manager & Operations","Age @01.07.2020","3 - Senior Manager","1","#REF!","Y","1","30 to 39","37","United Kingdom","Europe","Europe","4/1/2013","7","0.6735738"
"430","Male","5 - Senior Officer","N","4","No","Yes","0.50","No","Y","Sales & Marketing","","5 - Senior Officer","Sales & Marketing","Full Time","Full Time","Time in Job Level @01.07.2020","5 - Senior Officer & Sales & Marketing","Age @01.07.2020","5 - Senior Officer","3","5 - Senior Officer","N","3","20 to 29","27","Switzerland","Switzerland","Switzerland","4/1/2016","4","0.3948576"
"431","Male","4 - Manager","N","4","No","Yes","0.50","No","Y","Operations","","4 - Manager","Operations","Full Time","Full Time","Time in Job Level @01.07.2020","4 - Manager & Operations","Age @01.07.2020","4 - Manager","2","4 - Manager","N","2","30 to 39","33","Switzerland","Switzerland","Switzerland","4/1/2018","2","0.6359097"
"432","Female","6 - Junior Officer","N","2","No","Yes","0.50","No","Y","Operations","","6 - Junior Officer","Operations","Full Time","Full Time","Time in Job Level @01.07.2020","6 - Junior Officer & Operations","Age @01.07.2020","6 - Junior Officer","2","6 - Junior Officer","N","2","20 to 29","23","France","Europe","Europe","4/1/2018","2","0.9485547"
"433","Male","2 - Director","N","3","No","Yes","0.50","No","Y","Operations","","2 - Director","Operations","Full Time","Full Time","Time in Job Level @01.07.2020","2 - Director & Operations","Uneven - Men benefit","2 - Director","3","2 - Director","N","","30 to 39","37","Switzerland","Switzerland","Switzerland","4/1/2017","3","0.3151692"
"434","Female","4 - Manager","Y","","No","No","0.50","No","N","Internal Services","","4 - Manager","Internal Services","Full Time","Full Time","Time in Job Level @01.07.2020","4 - Manager & Internal Services","Age @01.07.2020","4 - Manager","0","","N","","30 to 39","38","Germany","Europe","Europe","4/1/2020","0","0.6470553"
"435","Female","4 - Manager","N","1","Yes","Yes","0.50","No","Y","HR","","3 - Senior Manager","HR","Full Time","Full Time","Time in Job Level @01.07.2020","4 - Manager & HR","Age @01.07.2020","4 - Manager","5","4 - Manager","N","3","30 to 39","39","Switzerland","Switzerland","Switzerland","4/1/2011","9","0.7126928"
"436","Female","6 - Junior Officer","N","3","No","Yes","0.50","No","Y","Operations","","6 - Junior Officer","Operations","Full Time","Full Time","Time in Job Level @01.07.2020","6 - Junior Officer & Operations","Age @01.07.2020","6 - Junior Officer","4","6 - Junior Officer","N","3","20 to 29","22","France","Europe","Europe","4/1/2016","4","0.4309846"
"437","Male","4 - Manager","N","2","No","Yes","0.50","No","Y","Internal Services","","4 - Manager","Internal Services","Full Time","Full Time","Time in Job Level @01.07.2020","4 - Manager & Internal Services","Age @01.07.2020","4 - Manager","3","4 - Manager","N","3","30 to 39","34","France","Europe","Europe","4/1/2015","5","0.1453461"
"438","Male","2 - Director","N","3","No","Yes","0.50","No","Y","Operations","","2 - Director","Operations","Full Time","Full Time","Time in Job Level @01.07.2020","2 - Director & Operations","Uneven - Men benefit","2 - Director","4","2 - Director","N","2","30 to 39","36","France","Europe","Europe","4/1/2011","9","0.8710612"
"439","Female","6 - Junior Officer","N","2","No","No","0.50","Yes","Y","Internal Services","FY20","","Internal Services","Full Time","Full Time","","","","","3","6 - Junior Officer","N","3","30 to 39","30","Switzerland","Switzerland","Switzerland","4/1/2017","3","0.4543047"
"440","Male","4 - Manager","N","2","Yes","Yes","0.50","No","Y","Internal Services","","3 - Senior Manager","Internal Services","Full Time","Full Time","Time in Job Level @01.07.2020","4 - Manager & Internal Services","Age @01.07.2020","4 - Manager","1","#REF!","Y","1","40 to 49","42","Italy","Europe","Europe","4/1/2016","4","0.3914094"
"441","Female","6 - Junior Officer","Y","","No","No","0.50","No","N","Sales & Marketing","","6 - Junior Officer","Sales & Marketing","Full Time","Full Time","Time in Job Level @01.07.2020","6 - Junior Officer & Sales & Marketing","Age @01.07.2020","6 - Junior Officer","0","","N","","20 to 29","28","France","Europe","Europe","4/1/2020","0","0.5081408"
"442","Female","5 - Senior Officer","N","2","Yes","Yes","0.50","No","Y","Operations","","4 - Manager","Operations","Full Time","Full Time","Time in Job Level @01.07.2020","5 - Senior Officer & Operations","Age @01.07.2020","5 - Senior Officer","4","5 - Senior Officer","N","2","40 to 49","42","Germany","Europe","Europe","4/1/2011","9","0.1416486"
"443","Male","6 - Junior Officer","N","3","No","Yes","0.50","No","Y","Operations","","6 - Junior Officer","Operations","Full Time","Full Time","Time in Job Level @01.07.2020","6 - Junior Officer & Operations","Age @01.07.2020","6 - Junior Officer","2","6 - Junior Officer","N","2","20 to 29","21","France","Europe","Europe","4/1/2018","2","0.8586819"
"444","Male","5 - Senior Officer","N","3","No","Yes","0.50","No","Y","Sales & Marketing","","5 - Senior Officer","Sales & Marketing","Full Time","Full Time","Time in Job Level @01.07.2020","5 - Senior Officer & Sales & Marketing","Age @01.07.2020","5 - Senior Officer","1","#REF!","Y","2","20 to 29","24","Switzerland","Switzerland","Switzerland","4/1/2015","5","0.832552"
"445","Male","4 - Manager","N","2","No","Yes","0.50","No","Y","Internal Services","","4 - Manager","Internal Services","Full Time","Full Time","Time in Job Level @01.07.2020","4 - Manager & Internal Services","Age @01.07.2020","4 - Manager","3","4 - Manager","N","3","30 to 39","34","Switzerland","Switzerland","Switzerland","4/1/2012","8","0.330097"
"446","Male","2 - Director","N","2","No","Yes","0.50","No","Y","Sales & Marketing","","2 - Director","Sales & Marketing","Full Time","Full Time","Time in Job Level @01.07.2020","2 - Director & Sales & Marketing","Uneven - Men benefit","2 - Director","6","2 - Director","N","2","40 to 49","41","Switzerland","Switzerland","Switzerland","4/1/2014","6","0.2686604"
"447","Female","6 - Junior Officer","N","2","No","Yes","0.50","No","Y","Sales & Marketing","","6 - Junior Officer","Sales & Marketing","Full Time","Full Time","Time in Job Level @01.07.2020","6 - Junior Officer & Sales & Marketing","Age @01.07.2020","6 - Junior Officer","3","6 - Junior Officer","N","2","20 to 29","24","Switzerland","Switzerland","Switzerland","4/1/2017","3","0.0338357"
"448","Male","3 - Senior Manager","N","2","No","Yes","0.50","No","Y","Operations","","3 - Senior Manager","Operations","Full Time","Full Time","Time in Job Level @01.07.2020","3 - Senior Manager & Operations","Age @01.07.2020","3 - Senior Manager","3","3 - Senior Manager","N","3","30 to 39","33","Switzerland","Switzerland","Switzerland","4/1/2015","5","0.2384883"
"449","Male","6 - Junior Officer","N","2","No","Yes","0.50","No","Y","Operations","","6 - Junior Officer","Operations","Full Time","Full Time","Time in Job Level @01.07.2020","6 - Junior Officer & Operations","Age @01.07.2020","6 - Junior Officer","3","6 - Junior Officer","N","3","16 to 19","19","Switzerland","Switzerland","Switzerland","4/1/2017","3","0.2802591"
"450","Male","5 - Senior Officer","N","2","No","Yes","0.50","No","Y","Operations","","5 - Senior Officer","Operations","Full Time","Full Time","Time in Job Level @01.07.2020","5 - Senior Officer & Operations","Age @01.07.2020","5 - Senior Officer","3","5 - Senior Officer","N","2","30 to 39","30","Switzerland","Switzerland","Switzerland","4/1/2013","7","0.4517018"
"451","Male","5 - Senior Officer","N","2","No","Yes","0.50","No","Y","Sales & Marketing","","5 - Senior Officer","Sales & Marketing","Full Time","Full Time","Time in Job Level @01.07.2020","5 - Senior Officer & Sales & Marketing","Age @01.07.2020","5 - Senior Officer","2","5 - Senior Officer","N","","20 to 29","25","France","Europe","Europe","4/1/2018","2","0.2876709"
"452","Female","6 - Junior Officer","N","2","No","Yes","0.50","No","Y","Operations","","6 - Junior Officer","Operations","Full Time","Full Time","Time in Job Level @01.07.2020","6 - Junior Officer & Operations","Age @01.07.2020","6 - Junior Officer","2","6 - Junior Officer","N","2","20 to 29","23","Belgium","Europe","Europe","4/1/2018","2","0.6169776"
"453","Male","2 - Director","N","2","No","Yes","0.50","No","Y","Sales & Marketing","","2 - Director","Sales & Marketing","Full Time","Full Time","Time in Job Level @01.07.2020","2 - Director & Sales & Marketing","Uneven - Men benefit","2 - Director","4","2 - Director","N","3","30 to 39","39","Switzerland","Switzerland","Switzerland","4/1/2012","8","0.784743"
"454","Male","5 - Senior Officer","N","1","Yes","Yes","0.50","No","Y","Operations","","4 - Manager","Operations","Full Time","Full Time","Time in Job Level @01.07.2020","5 - Senior Officer & Operations","Age @01.07.2020","5 - Senior Officer","3","5 - Senior Officer","N","2","30 to 39","34","Switzerland","Switzerland","Switzerland","4/1/2016","4","0.8249656"
"455","Female","1 - Executive","N","","No","No","0.50","No","Y","Sales & Marketing","","1 - Executive","Sales & Marketing","Full Time","Full Time","","","","","4","1 - Executive","N","2","40 to 49","45","France","Europe","Europe","4/1/2016","4","0.1273643"
"456","Male","5 - Senior Officer","N","2","No","Yes","0.50","No","Y","Internal Services","","5 - Senior Officer","Internal Services","Full Time","Full Time","Time in Job Level @01.07.2020","5 - Senior Officer & Internal Services","Age @01.07.2020","5 - Senior Officer","3","5 - Senior Officer","N","2","20 to 29","28","Netherlands","Europe","Europe","4/1/2013","7","0.3202111"
"457","Male","5 - Senior Officer","N","2","Yes","Yes","0.50","No","Y","Sales & Marketing","","4 - Manager","Sales & Marketing","Full Time","Full Time","Time in Job Level @01.07.2020","5 - Senior Officer & Sales & Marketing","Age @01.07.2020","5 - Senior Officer","3","5 - Senior Officer","N","2","30 to 39","31","Switzerland","Switzerland","Switzerland","4/1/2013","7","0.2668663"
"458","Female","3 - Senior Manager","N","4","No","Yes","0.50","No","Y","Sales & Marketing","","3 - Senior Manager","Sales & Marketing","Full Time","Full Time","Time in Job Level @01.07.2020","3 - Senior Manager & Sales & Marketing","Age @01.07.2020","3 - Senior Manager","2","3 - Senior Manager","N","3","40 to 49","48","Germany","Europe","Europe","4/1/2011","9","0.8736684"
"459","Female","6 - Junior Officer","N","2","No","Yes","0.50","No","Y","Internal Services","","6 - Junior Officer","Internal Services","80%","Part Time","Time in Job Level @01.07.2020","6 - Junior Officer & Internal Services","Age @01.07.2020","6 - Junior Officer","3","6 - Junior Officer","N","2","20 to 29","24","Switzerland","Switzerland","Switzerland","4/1/2017","3","0.9599678"
"460","Male","4 - Manager","N","3","No","Yes","0.50","No","Y","Sales & Marketing","","4 - Manager","Sales & Marketing","Full Time","Full Time","Time in Job Level @01.07.2020","4 - Manager & Sales & Marketing","Age @01.07.2020","4 - Manager","2","4 - Manager","N","3","30 to 39","32","Switzerland","Switzerland","Switzerland","4/1/2015","5","0.4477658"
"461","Female","6 - Junior Officer","N","3","No","Yes","0.50","No","Y","Operations","","6 - Junior Officer","Operations","Full Time","Full Time","Time in Job Level @01.07.2020","6 - Junior Officer & Operations","Age @01.07.2020","6 - Junior Officer","2","6 - Junior Officer","N","2","20 to 29","28","Switzerland","Switzerland","Switzerland","4/1/2018","2","0.4714113"
"462","Male","4 - Manager","N","2","Yes","Yes","0.50","No","Y","Operations","","3 - Senior Manager","Operations","Full Time","Full Time","Time in Job Level @01.07.2020","4 - Manager & Operations","Age @01.07.2020","4 - Manager","3","4 - Manager","N","2","30 to 39","39","Switzerland","Switzerland","Switzerland","4/1/2016","4","0.1445326"
"463","Female","6 - Junior Officer","N","2","No","Yes","0.50","No","Y","Operations","","6 - Junior Officer","Operations","Full Time","Full Time","Time in Job Level @01.07.2020","6 - Junior Officer & Operations","Age @01.07.2020","6 - Junior Officer","2","6 - Junior Officer","N","2","16 to 19","19","France","Europe","Europe","4/1/2018","2","0.9737061"
"464","Male","6 - Junior Officer","N","2","No","Yes","0.50","No","Y","Sales & Marketing","","6 - Junior Officer","Sales & Marketing","Full Time","Full Time","Time in Job Level @01.07.2020","6 - Junior Officer & Sales & Marketing","Age @01.07.2020","6 - Junior Officer","1","6 - Junior Officer","N","","20 to 29","21","France","Europe","Europe","4/1/2019","1","0.6280249"
"465","Male","3 - Senior Manager","N","2","No","Yes","0.50","No","Y","Sales & Marketing","","3 - Senior Manager","Sales & Marketing","Full Time","Full Time","Time in Job Level @01.07.2020","3 - Senior Manager & Sales & Marketing","Age @01.07.2020","3 - Senior Manager","2","3 - Senior Manager","N","2","30 to 39","33","Switzerland","Switzerland","Switzerland","4/1/2014","6","0.0175563"
"466","Female","6 - Junior Officer","N","3","No","Yes","0.50","No","Y","Sales & Marketing","","6 - Junior Officer","Sales & Marketing","80%","Part Time","Time in Job Level @01.07.2020","6 - Junior Officer & Sales & Marketing","Age @01.07.2020","6 - Junior Officer","3","6 - Junior Officer","N","2","20 to 29","26","Switzerland","Switzerland","Switzerland","4/1/2017","3","0.4361839"
"467","Male","2 - Director","N","2","Yes","Yes","0.50","No","Y","Sales & Marketing","","1 - Executive","Sales & Marketing","Full Time","Full Time","Time in Job Level @01.07.2020","2 - Director & Sales & Marketing","Uneven - Men benefit","2 - Director","5","2 - Director","N","2","40 to 49","48","Switzerland","Switzerland","Switzerland","4/1/2015","5","0.1928856"
"468","Male","1 - Executive","N","","No","No","0.50","Yes","Y","Strategy","FY20","","Strategy","Full Time","Full Time","","","","","2","1 - Executive","N","3","30 to 39","31","Switzerland","Switzerland","Switzerland","4/1/2013","7","0.1967139"
"469","Male","6 - Junior Officer","N","2","No","Yes","0.50","No","Y","Sales & Marketing","","6 - Junior Officer","Sales & Marketing","Full Time","Full Time","Time in Job Level @01.07.2020","6 - Junior Officer & Sales & Marketing","Age @01.07.2020","6 - Junior Officer","2","6 - Junior Officer","N","3","20 to 29","23","France","Europe","Europe","4/1/2018","2","0.1715601"
"470","Female","6 - Junior Officer","N","2","No","Yes","0.50","No","Y","Operations","","6 - Junior Officer","Operations","Full Time","Full Time","Time in Job Level @01.07.2020","6 - Junior Officer & Operations","Age @01.07.2020","6 - Junior Officer","3","6 - Junior Officer","N","3","20 to 29","24","Germany","Europe","Europe","4/1/2017","3","0.4971896"
"471","Male","6 - Junior Officer","N","3","No","Yes","0.50","No","Y","Internal Services","","6 - Junior Officer","Internal Services","Full Time","Full Time","Time in Job Level @01.07.2020","6 - Junior Officer & Internal Services","Age @01.07.2020","6 - Junior Officer","2","6 - Junior Officer","N","3","20 to 29","24","France","Europe","Europe","4/1/2018","2","0.4532746"
"472","Male","6 - Junior Officer","N","2","No","Yes","0.50","No","Y","Internal Services","","6 - Junior Officer","Internal Services","Full Time","Full Time","Time in Job Level @01.07.2020","6 - Junior Officer & Internal Services","Age @01.07.2020","6 - Junior Officer","2","6 - Junior Officer","N","3","20 to 29","23","Switzerland","Switzerland","Switzerland","4/1/2018","2","0.0998074"
"473","Female","4 - Manager","N","2","Yes","Yes","0.50","No","Y","Operations","","3 - Senior Manager","Operations","Full Time","Full Time","Time in Job Level @01.07.2020","4 - Manager & Operations","Age @01.07.2020","4 - Manager","3","4 - Manager","N","","40 to 49","49","Switzerland","Switzerland","Switzerland","4/1/2012","8","0.381237"
"474","Male","4 - Manager","N","3","No","Yes","0.50","No","Y","Sales & Marketing","","4 - Manager","Sales & Marketing","Full Time","Full Time","Time in Job Level @01.07.2020","4 - Manager & Sales & Marketing","Age @01.07.2020","4 - Manager","3","4 - Manager","N","3","30 to 39","33","Switzerland","Switzerland","Switzerland","4/1/2013","7","0.2821875"
"475","Female","6 - Junior Officer","N","2","No","Yes","0.50","No","Y","Sales & Marketing","","6 - Junior Officer","Sales & Marketing","70%","Part Time","Time in Job Level @01.07.2020","6 - Junior Officer & Sales & Marketing","Age @01.07.2020","6 - Junior Officer","3","6 - Junior Officer","N","3","20 to 29","25","France","Europe","Europe","4/1/2017","3","0.8820897"
"476","Female","6 - Junior Officer","N","3","No","Yes","0.50","No","Y","Operations","","6 - Junior Officer","Operations","Full Time","Full Time","Time in Job Level @01.07.2020","6 - Junior Officer & Operations","Age @01.07.2020","6 - Junior Officer","3","6 - Junior Officer","N","2","20 to 29","20","Germany","Europe","Europe","4/1/2017","3","0.2465949"
"477","Female","2 - Director","N","2","Yes","Yes","0.50","No","Y","Internal Services","","1 - Executive","Internal Services","Full Time","Full Time","Time in Job Level @01.07.2020","2 - Director & Internal Services","Uneven - Men benefit","2 - Director","6","2 - Director","N","2","40 to 49","44","Switzerland","Switzerland","Switzerland","4/1/2014","6","0.9485571"
"478","Female","6 - Junior Officer","Y","","No","No","0.50","No","N","Operations","","6 - Junior Officer","Operations","Full Time","Full Time","Time in Job Level @01.07.2020","6 - Junior Officer & Operations","Age @01.07.2020","6 - Junior Officer","0","","N","","20 to 29","25","Switzerland","Switzerland","Switzerland","4/1/2020","0","0.6427677"
"479","Male","6 - Junior Officer","N","4","No","No","0.50","Yes","Y","Operations","FY20","","Operations","Full Time","Full Time","","","","","3","6 - Junior Officer","N","4","50 to 59","53","Switzerland","Switzerland","Switzerland","4/1/2017","3","0.2778162"
"480","Male","3 - Senior Manager","Y","","No","No","0.50","No","N","Sales & Marketing","","3 - Senior Manager","Sales & Marketing","Full Time","Full Time","Time in Job Level @01.07.2020","3 - Senior Manager & Sales & Marketing","Age @01.07.2020","3 - Senior Manager","0","","N","","30 to 39","38","Switzerland","Switzerland","Switzerland","4/1/2020","0","0.3780806"
"481","Male","3 - Senior Manager","N","2","No","Yes","0.50","No","Y","Internal Services","","3 - Senior Manager","Internal Services","Full Time","Full Time","Time in Job Level @01.07.2020","3 - Senior Manager & Internal Services","Age @01.07.2020","3 - Senior Manager","2","3 - Senior Manager","N","3","30 to 39","37","Italy","Europe","Europe","4/1/2016","4","0.2161659"
"482","Male","3 - Senior Manager","N","3","No","Yes","0.50","No","Y","Operations","","3 - Senior Manager","Operations","Full Time","Full Time","Time in Job Level @01.07.2020","3 - Senior Manager & Operations","Age @01.07.2020","3 - Senior Manager","3","3 - Senior Manager","N","3","30 to 39","39","Switzerland","Switzerland","Switzerland","4/1/2011","9","0.0583202"
"483","Female","6 - Junior Officer","N","3","No","No","0.50","Yes","Y","Operations","FY20","","Operations","50%","Part Time","","","","","4","6 - Junior Officer","N","3","30 to 39","36","Italy","Europe","Europe","4/1/2016","4","0.7485083"
"484","Male","1 - Executive","Y","","No","No","0.50","No","N","Strategy","","1 - Executive","Strategy","Full Time","Full Time","","","","","0","","N","","60 to 69","61","Japan","Asia Pacific","Elsewhere","4/1/2020","0","0.7139594"
"485","Male","4 - Manager","N","3","No","Yes","0.50","No","Y","Operations","","4 - Manager","Operations","Full Time","Full Time","Time in Job Level @01.07.2020","4 - Manager & Operations","Age @01.07.2020","4 - Manager","1","#REF!","Y","1","30 to 39","34","Germany","Europe","Europe","4/1/2013","7","0.1121305"
"486","Female","6 - Junior Officer","N","2","No","No","0.50","Yes","Y","Operations","FY20","","Operations","Full Time","Full Time","","","","","2","6 - Junior Officer","N","3","40 to 49","47","Germany","Europe","Europe","4/1/2018","2","0.5859373"
"487","Female","4 - Manager","N","3","No","Yes","0.50","No","Y","Internal Services","","4 - Manager","Internal Services","Full Time","Full Time","Time in Job Level @01.07.2020","4 - Manager & Internal Services","Age @01.07.2020","4 - Manager","1","#REF!","Y","2","30 to 39","39","Italy","Europe","Europe","4/1/2015","5","0.6538425"
"488","Female","6 - Junior Officer","N","2","No","Yes","0.50","No","Y","Sales & Marketing","","6 - Junior Officer","Sales & Marketing","Full Time","Full Time","Time in Job Level @01.07.2020","6 - Junior Officer & Sales & Marketing","Age @01.07.2020","6 - Junior Officer","1","6 - Junior Officer","N","","20 to 29","26","Switzerland","Switzerland","Switzerland","4/1/2019","1","0.255102"
"489","Male","4 - Manager","Y","","No","No","0.50","No","N","Operations","","4 - Manager","Operations","Full Time","Full Time","Time in Job Level @01.07.2020","4 - Manager & Operations","Age @01.07.2020","4 - Manager","0","","N","","30 to 39","30","Switzerland","Switzerland","Switzerland","4/1/2020","0","0.0879784"
"490","Male","3 - Senior Manager","Y","","No","No","0.50","No","N","Finance","","3 - Senior Manager","Finance","Full Time","Full Time","Time in Job Level @01.07.2020","3 - Senior Manager & Finance","Age @01.07.2020","3 - Senior Manager","0","","N","","30 to 39","33","Switzerland","Switzerland","Switzerland","4/1/2020","0","0.3473826"
"491","Female","5 - Senior Officer","Y","","No","No","0.50","No","N","Internal Services","","5 - Senior Officer","Internal Services","Full Time","Full Time","Time in Job Level @01.07.2020","5 - Senior Officer & Internal Services","Age @01.07.2020","5 - Senior Officer","0","","N","","30 to 39","33","United Kingdom","Europe","Europe","4/1/2020","0","0.9201455"
"492","Male","2 - Director","N","1","No","Yes","0.50","No","Y","Sales & Marketing","","2 - Director","Sales & Marketing","Full Time","Full Time","Time in Job Level @01.07.2020","2 - Director & Sales & Marketing","Uneven - Men benefit","2 - Director","3","2 - Director","N","2","40 to 49","42","Switzerland","Switzerland","Switzerland","4/1/2012","8","0.0043415"
"493","Male","4 - Manager","N","1","Yes","Yes","0.50","No","Y","Sales & Marketing","","3 - Senior Manager","Sales & Marketing","Full Time","Full Time","Time in Job Level @01.07.2020","4 - Manager & Sales & Marketing","Age @01.07.2020","4 - Manager","2","4 - Manager","N","2","30 to 39","33","France","Europe","Europe","4/1/2016","4","0.6509708"
"494","Female","6 - Junior Officer","N","4","No","Yes","0.50","No","Y","Sales & Marketing","","6 - Junior Officer","Sales & Marketing","Full Time","Full Time","Time in Job Level @01.07.2020","6 - Junior Officer & Sales & Marketing","Age @01.07.2020","6 - Junior Officer","3","6 - Junior Officer","N","3","20 to 29","27","Sweden","Europe","Europe","4/1/2017","3","0.8852914"
"495","Female","6 - Junior Officer","N","2","No","Yes","0.50","No","Y","Operations","","6 - Junior Officer","Operations","Full Time","Full Time","Time in Job Level @01.07.2020","6 - Junior Officer & Operations","Age @01.07.2020","6 - Junior Officer","3","6 - Junior Officer","N","3","20 to 29","22","Switzerland","Switzerland","Switzerland","4/1/2017","3","0.933276"
"496","Male","6 - Junior Officer","N","4","No","Yes","0.50","No","Y","Sales & Marketing","","6 - Junior Officer","Sales & Marketing","Full Time","Full Time","Time in Job Level @01.07.2020","6 - Junior Officer & Sales & Marketing","Age @01.07.2020","6 - Junior Officer","3","6 - Junior Officer","N","3","20 to 29","25","Germany","Europe","Europe","4/1/2017","3","0.8887984"
"497","Female","5 - Senior Officer","N","2","No","Yes","0.50","No","Y","Operations","","5 - Senior Officer","Operations","90%","Part Time","Time in Job Level @01.07.2020","5 - Senior Officer & Operations","Age @01.07.2020","5 - Senior Officer","2","5 - Senior Officer","N","3","30 to 39","32","Austria","Europe","Europe","4/1/2011","9","0.7172798"
"498","Male","6 - Junior Officer","N","2","No","Yes","0.50","No","Y","Sales & Marketing","","6 - Junior Officer","Sales & Marketing","Full Time","Full Time","Time in Job Level @01.07.2020","6 - Junior Officer & Sales & Marketing","Age @01.07.2020","6 - Junior Officer","2","6 - Junior Officer","N","3","20 to 29","21","Canada","Americas","Elsewhere","4/1/2018","2","0.2474735"
"499","Male","3 - Senior Manager","N","2","No","Yes","0.50","No","Y","Finance","","3 - Senior Manager","Finance","Full Time","Full Time","Time in Job Level @01.07.2020","3 - Senior Manager & Finance","Age @01.07.2020","3 - Senior Manager","1","#REF!","Y","1","40 to 49","42","Spain","Europe","Europe","4/1/2016","4","0.6195383"
"500","Male","4 - Manager","N","2","Yes","Yes","0.50","No","Y","Sales & Marketing","","3 - Senior Manager","Sales & Marketing","Full Time","Full Time","Time in Job Level @01.07.2020","4 - Manager & Sales & Marketing","Age @01.07.2020","4 - Manager","9","4 - Manager","N","3","30 to 39","39","Switzerland","Switzerland","Switzerland","4/1/2011","9","0.8380379"
